id_of_cashier,date_of_purchase,time_of_purchase,id_of_typeOfPurchase,card_number
10,4.6.2021,10:49,3,4263671690279377
14,10.25.2021,10:10,3,4415815649804351
12,8.27.2021,1:8,1,4783203959258397
13,8.1.2021,21:53,5,4571110099591908
10,5.23.2021,13:24,2,4048459791458898
1,7.11.2021,22:51,5,4491448918634288
11,1.17.2021,23:56,4,4029903679560190
9,11.4.2021,0:31,2,4787802598315116
7,5.8.2021,22:44,2,4259572645983579
1,11.8.2021,16:5,5,4411268930551081
10,3.28.2021,7:19,5,4987940816400293
7,3.11.2021,4:34,3,4535796769533913
5,4.22.2021,22:36,3,4370332097399976
2,2.2.2021,0:59,4,4874700761460770
10,2.21.2021,9:30,3,4591414106707524
12,10.27.2021,22:58,3,4570608006729131
5,9.28.2021,8:19,3,4744071787515267
15,11.22.2021,22:46,2,4124538511191952
2,11.21.2021,4:32,4,4976745600952088
4,4.1.2021,19:51,3,4742004438987478
6,9.13.2021,10:16,3,4364165633584091
1,5.9.2021,5:13,4,4201457669729527
13,7.22.2021,16:40,5,4216529251168695
3,11.23.2021,13:28,2,4688038348148829
6,1.3.2021,3:49,4,4605532428028505
7,7.3.2021,10:35,4,4934784563777954
11,3.18.2021,0:46,4,4960134701720355
4,6.10.2021,11:4,1,4599530025930067
3,1.15.2021,20:43,2,4526593229090400
8,2.12.2021,0:47,5,4729981716376552
12,11.13.2021,20:4,5,4888732556539396
6,8.11.2021,6:0,1,4003468503004877
11,12.27.2021,20:58,3,4788412782318414
11,2.20.2021,10:45,1,4570009298374694
7,12.14.2021,16:45,4,4475674413514452
3,5.2.2021,12:43,3,4217500667092727
5,6.27.2021,13:51,4,4771267519712465
8,7.11.2021,5:45,2,4662344615487279
12,1.1.2021,13:40,2,4952214891881194
5,7.13.2021,14:48,5,4595489350547176
11,9.18.2021,17:49,2,4958935866300256
13,11.22.2021,1:39,4,4520922072282836
7,11.6.2021,2:38,5,4566422936413030
4,4.12.2021,13:23,3,4456694035473696
6,3.1.2021,1:7,2,4758913811690937
10,3.4.2021,11:57,5,4042999121195717
12,12.14.2021,21:0,4,4504980582570033
15,11.1.2021,17:4,4,4817211531437221
7,8.9.2021,12:27,5,4316636581680200
6,7.16.2021,20:47,2,4931120896830161
14,12.12.2021,7:13,1,4265695771774420
5,6.12.2021,0:43,4,4587485929036022
3,2.16.2021,12:50,2,4714162463571212
14,9.20.2021,8:3,2,4597507965654892
7,2.3.2021,21:33,4,4102530052364053
5,4.27.2021,14:7,3,4679366103339523
5,10.26.2021,17:51,1,4274734930047365
4,2.19.2021,14:56,5,4406321473443615
14,3.2.2021,1:0,1,4039128823452816
14,10.10.2021,19:35,5,4254939848759964
12,11.23.2021,23:39,5,4999157111145242
15,3.8.2021,11:1,2,4112608982717129
1,5.16.2021,7:34,3,4581331533297629
5,3.16.2021,11:8,5,4225946558546105
3,2.11.2021,4:29,3,4227865307464657
2,7.14.2021,10:56,3,4272680544626433
5,5.22.2021,11:26,3,4575062093959938
13,3.27.2021,7:48,5,4187766550487235
11,10.1.2021,0:6,1,4357486038330608
10,2.10.2021,21:56,5,4197623832813226
3,12.14.2021,20:53,3,4578172521507703
12,1.17.2021,13:35,2,4012229232706071
12,11.27.2021,0:40,4,4375924177421984
4,3.18.2021,21:48,1,4680416419739583
10,2.10.2021,16:13,4,4786031749214211
9,9.16.2021,3:32,2,4260345831737061
1,12.15.2021,0:22,2,4195205978257294
14,6.6.2021,0:11,5,4260523136701097
14,8.1.2021,15:46,5,4228214962870577
12,12.17.2021,8:47,4,4623015818830085
1,3.10.2021,11:24,5,4739133557503377
3,6.18.2021,7:27,1,4310360110784917
5,11.6.2021,1:49,2,4310244885029369
10,7.14.2021,2:32,1,4280263500231316
7,12.23.2021,6:14,5,4082504622510135
9,1.5.2021,3:2,5,4603654938879304
6,5.6.2021,10:20,3,4094452331245886
11,7.6.2021,4:23,1,4445804266683726
3,3.1.2021,14:14,1,4324750315841681
4,10.14.2021,20:19,1,4466154777158301
15,7.6.2021,7:14,3,4064903772636934
3,3.10.2021,7:47,1,4316907964308408
14,4.2.2021,16:10,2,4453452582127940
8,7.20.2021,7:54,5,4852717454681881
6,2.4.2021,12:9,1,4221315509821951
9,7.8.2021,14:35,4,4993376756886976
7,2.15.2021,9:35,2,4716921226420723
13,3.14.2021,0:8,2,4077969647545123
9,8.21.2021,7:0,2,4161421540544576
13,1.8.2021,20:8,3,4727597714675392
2,4.18.2021,0:9,2,4479225008815573
14,12.4.2021,19:45,2,4451757394119255
9,2.14.2021,0:53,5,4271649917762225
1,9.11.2021,0:6,1,4013565810424653
3,2.23.2021,18:38,3,4771217683998372
5,9.8.2021,8:13,3,4933417752324938
1,11.10.2021,20:19,5,4140322607378762
13,12.4.2021,13:53,5,4243625208388474
14,12.12.2021,8:18,1,4697454083498886
15,8.15.2021,18:22,1,4015635593826835
1,12.2.2021,23:40,2,4440685655194493
14,8.8.2021,17:52,2,4128693219540882
15,1.4.2021,7:54,5,4279743339516405
6,8.24.2021,3:26,3,4059327333322623
13,2.10.2021,17:54,3,4672239327022831
5,10.9.2021,6:25,1,4654058000399161
15,1.14.2021,18:18,1,4390499243798757
3,10.9.2021,15:13,4,4505442520803461
4,3.13.2021,1:12,4,4823617020234704
6,4.28.2021,2:43,1,4149610321245605
8,5.3.2021,18:37,5,4237031439300244
12,8.13.2021,14:55,2,4627701850189368
12,7.24.2021,10:11,5,4941328007251984
5,5.23.2021,9:8,4,4047036541628791
7,11.5.2021,8:13,2,4665871248295396
14,7.8.2021,9:59,1,4820695718162065
9,6.11.2021,22:9,4,4317985423615625
10,1.9.2021,7:40,5,4731090070942526
12,3.5.2021,5:43,4,4191952641751079
2,10.13.2021,4:58,3,4871436816940979
14,3.24.2021,13:21,5,4841701410843848
3,6.12.2021,8:10,3,4784755116111447
9,12.1.2021,10:49,4,4352774692586019
11,6.28.2021,12:14,2,4725863072308861
15,2.24.2021,5:25,5,4883987366832964
14,11.24.2021,2:18,1,4798805666444496
9,7.4.2021,12:54,2,4484576603493249
1,9.16.2021,14:26,3,4198410933211691
2,11.1.2021,23:23,3,4778022693796528
1,8.25.2021,13:16,3,4918505330973820
15,6.15.2021,18:13,3,4776284658122488
2,12.13.2021,6:7,3,4604825397172552
10,2.10.2021,23:10,4,4861062229791566
11,8.16.2021,23:42,4,4354699148750117
3,1.8.2021,18:53,2,4496282361815129
5,11.18.2021,14:44,2,4435216466395308
8,7.8.2021,1:1,1,4209117376262936
12,7.5.2021,9:25,1,4924832896512355
12,3.26.2021,13:15,4,4573107666016821
14,3.21.2021,16:57,1,4225477128974614
8,11.4.2021,3:3,5,4806818391935566
2,5.18.2021,10:34,4,4105492053502104
8,2.11.2021,1:48,1,4342491048414774
12,11.7.2021,14:43,3,4998284789857730
3,8.17.2021,2:35,5,4185401778143540
5,6.21.2021,18:18,5,4233901681661862
2,2.4.2021,21:19,3,4456390421333346
5,10.21.2021,5:57,2,4944486607412757
13,7.8.2021,13:0,5,4645997455169067
5,5.18.2021,14:34,5,4769220236723349
7,12.19.2021,2:19,1,4065843195292875
10,5.9.2021,19:20,2,4970684190119422
12,1.16.2021,22:39,1,4299867316562602
10,10.5.2021,8:51,4,4306272310273336
6,3.4.2021,10:30,1,4592417863106246
10,6.15.2021,7:55,1,4878977606081110
11,5.23.2021,20:37,5,4516499239228215
12,10.12.2021,9:1,5,4948379275848301
11,4.6.2021,4:46,2,4606853523626937
13,8.27.2021,0:15,5,4594702181547840
1,6.5.2021,1:35,1,4391216060326017
4,11.25.2021,8:26,5,4838349150031590
2,5.18.2021,14:10,1,4025716043575211
6,7.12.2021,11:28,5,4521082406449429
4,1.9.2021,15:16,1,4526518224499429
14,3.15.2021,14:40,5,4358831346025276
5,9.26.2021,11:41,2,4835185972539925
14,2.16.2021,2:38,2,4879313735264452
12,11.21.2021,20:45,4,4632557796459060
6,3.8.2021,23:28,4,4508155537133361
9,10.18.2021,17:48,2,4163042231494145
1,7.11.2021,8:17,3,4020341035387657
15,1.5.2021,1:42,4,4935430831369744
9,7.24.2021,17:16,3,4313170482364697
14,12.2.2021,16:0,4,4561126165956453
11,9.9.2021,14:20,1,4216689341847888
10,10.26.2021,4:3,3,4479793408312743
2,9.11.2021,4:50,3,4828452598090284
7,2.18.2021,5:5,4,4682469193071765
7,5.21.2021,20:6,2,4583347000101802
10,3.9.2021,8:11,1,4222974852305775
12,8.22.2021,14:4,1,4659512345640089
14,2.10.2021,4:34,1,4064457265427500
3,6.7.2021,18:26,3,4463236548123099
2,2.5.2021,5:28,2,4837049277446330
2,11.17.2021,19:16,4,4465060048537452
9,2.1.2021,5:52,3,4652513499109010
2,3.24.2021,12:13,5,4530777786417321
2,6.19.2021,1:23,3,4081841178986440
12,5.8.2021,22:8,2,4813539250804599
13,9.6.2021,5:45,4,4733248705991521
11,10.14.2021,1:29,4,4541318471200037
5,8.22.2021,8:18,4,4757503006154508
4,9.12.2021,8:33,3,4871728647832263
15,12.28.2021,21:46,1,4117531114385875
10,3.5.2021,17:14,4,4953401180473089
14,12.7.2021,6:13,5,4987231588430438
10,3.10.2021,21:13,4,4392579167166483
1,2.20.2021,19:9,4,4129304841223699
10,1.1.2021,11:15,2,4888942233869378
2,1.23.2021,18:19,3,4719574014681193
2,12.18.2021,18:26,3,4315487126737218
3,11.13.2021,20:34,4,4978344835090549
11,8.23.2021,8:14,2,4873807491256268
12,10.23.2021,17:40,1,4421599017121638
1,3.16.2021,2:15,5,4025690683454889
8,8.26.2021,6:30,3,4423132050175631
2,12.6.2021,17:10,2,4355428456604626
4,8.12.2021,2:29,5,4077190618018486
13,5.16.2021,16:59,5,4594992065769291
11,12.1.2021,5:9,5,4865713714590816
6,11.12.2021,0:18,1,4469480129996459
2,3.11.2021,9:8,4,4853718072372500
4,11.23.2021,5:49,2,4918076897763385
4,9.27.2021,6:4,3,4607496678696229
11,1.1.2021,12:34,1,4828643797106254
5,1.18.2021,11:34,1,4352141852455604
14,7.27.2021,22:12,4,4480734609708823
7,6.13.2021,13:39,1,4506754966998359
6,7.20.2021,6:58,3,4837387873399725
11,4.25.2021,21:38,5,4847002814666164
9,8.19.2021,10:37,2,4084947080010053
6,1.7.2021,19:43,2,4805596523981334
12,12.23.2021,19:59,4,4896882087370171
15,2.4.2021,11:41,1,4338631769393704
9,4.5.2021,17:44,1,4571983914341539
10,8.2.2021,10:30,3,4742362586417276
4,5.21.2021,4:1,4,4555377765219683
7,6.7.2021,0:38,3,4648514722126233
13,9.4.2021,8:14,2,4542021421792456
11,12.13.2021,7:11,5,4804538911898526
6,3.1.2021,5:42,4,4044199277651921
7,8.22.2021,4:21,4,4488871485842509
6,1.7.2021,7:9,2,4073905128679681
3,1.13.2021,8:20,5,4835719696071340
4,2.4.2021,1:41,2,4208512320486359
13,5.17.2021,16:44,4,4026995986600105
12,9.6.2021,3:54,1,4952113190212047
3,7.22.2021,3:16,4,4757706755977545
2,9.20.2021,6:57,3,4890653824630098
4,3.3.2021,5:24,2,4918120568787329
7,5.24.2021,19:48,3,4050242434502499
15,5.6.2021,16:15,3,4728645500552430
6,8.2.2021,7:36,3,4097250676705674
8,9.8.2021,10:41,3,4031661117338919
4,5.7.2021,16:45,1,4346205686781851
6,5.26.2021,0:51,4,4690124451064085
6,5.14.2021,0:2,5,4378684345809869
7,4.18.2021,19:51,4,4141952984585066
13,12.7.2021,15:53,5,4551868269887873
4,12.7.2021,3:56,5,4052995461957270
9,7.11.2021,0:29,2,4537236434291927
2,9.11.2021,2:44,4,4899731473399950
11,7.18.2021,2:1,3,4538300511817465
7,10.2.2021,3:51,3,4903397092093979
7,12.20.2021,10:51,5,4976185887103053
12,9.2.2021,2:11,4,4322132737810912
11,1.21.2021,18:53,2,4115660011151145
5,11.17.2021,7:24,3,4067846753033948
12,1.5.2021,22:9,3,4099166957478786
12,8.26.2021,0:57,4,4889264811324327
3,7.13.2021,4:19,1,4173862998654249
10,11.25.2021,0:8,2,4511483529072797
8,8.18.2021,20:37,4,4111827354998418
6,1.1.2021,8:49,5,4932528934378440
5,1.13.2021,16:28,5,4725237154093741
9,7.4.2021,10:21,3,4483058300184069
4,8.22.2021,8:33,3,4880855891841001
12,4.20.2021,11:16,3,4180891169714578
14,1.5.2021,14:52,3,4110126376046708
4,9.25.2021,19:30,1,4714590047685966
11,5.11.2021,17:27,1,4088332164600934
1,6.15.2021,3:48,5,4846786277649116
8,9.3.2021,16:59,2,4353199788993048
4,6.2.2021,0:14,5,4528492593052771
13,11.26.2021,21:35,2,4573573416679213
13,4.13.2021,17:11,2,4855914312440483
6,4.7.2021,10:18,2,4833873021797583
9,2.22.2021,18:36,5,4630975824843600
15,4.7.2021,8:20,5,4294819484072370
4,12.26.2021,17:32,2,4016282445428572
8,2.1.2021,19:55,5,4772370095208493
6,2.19.2021,9:38,2,4953548695795879
7,12.12.2021,12:2,5,4539071985240641
11,7.5.2021,2:44,1,4971440256828931
1,5.15.2021,15:24,2,4272537389845812
2,12.23.2021,21:50,4,4167607075344873
3,12.17.2021,15:41,3,4062244782088287
13,4.28.2021,17:31,5,4823679356817633
8,7.7.2021,1:53,3,4734206543206273
12,1.9.2021,18:38,3,4101834180547382
3,7.17.2021,20:11,4,4609894403732016
12,4.6.2021,12:48,4,4319169586899366
11,6.6.2021,21:45,4,4922697586451068
11,10.26.2021,1:11,4,4880379963299174
1,12.25.2021,8:53,1,4277814246427828
7,7.12.2021,2:52,2,4575879006226973
11,9.8.2021,13:38,2,4511400704079222
15,10.18.2021,2:18,5,4377254730881668
14,5.17.2021,16:18,2,4069682389910158
4,4.17.2021,12:44,1,4470775630862945
7,10.19.2021,8:0,5,4796966040171780
10,4.7.2021,22:59,1,4094929396654131
11,10.6.2021,17:54,1,4431351353484506
1,12.26.2021,12:27,4,4070253589263815
6,11.7.2021,3:55,5,4305119985527757
6,2.17.2021,1:6,2,4457520731635311
8,11.26.2021,19:54,5,4857951486373750
4,11.25.2021,7:32,1,4198702194366369
5,9.23.2021,10:52,3,4196019104234615
12,6.1.2021,6:49,1,4533152609261194
9,7.19.2021,21:37,2,4771266729980172
1,5.2.2021,7:20,4,4498652525474314
1,3.21.2021,21:18,2,4783480991379643
11,10.18.2021,12:47,1,4946175388402467
8,3.27.2021,3:57,1,4938238979446061
1,2.21.2021,22:13,1,4587599306015167
6,10.20.2021,4:15,4,4918272747974186
12,3.8.2021,4:35,5,4199271376288915
8,1.23.2021,11:9,3,4532845646344418
10,7.25.2021,8:5,2,4076909764028062
13,4.23.2021,6:56,2,4435138795748421
14,8.24.2021,16:30,1,4546833178965015
14,2.24.2021,22:12,5,4981650411600528
4,11.23.2021,4:27,5,4110334238582698
3,6.17.2021,7:17,5,4429903686647741
10,6.12.2021,13:25,2,4486390099272420
12,2.17.2021,16:18,1,4459277107926562
15,11.19.2021,8:48,1,4957569386682787
3,4.4.2021,6:19,1,4306390560993430
6,1.9.2021,2:44,4,4787046749883224
9,2.14.2021,13:36,1,4542383112716881
14,9.11.2021,18:31,2,4638153693102421
9,3.5.2021,10:23,1,4590566740859643
5,3.20.2021,0:2,5,4581007132999908
12,7.2.2021,15:36,2,4778925473669596
8,2.25.2021,16:13,3,4376562170602841
9,10.17.2021,8:13,3,4588254427083213
8,12.19.2021,11:7,5,4126420284262101
15,11.21.2021,1:10,1,4935137825951103
14,1.12.2021,10:12,4,4830967634281972
12,1.7.2021,22:50,4,4521755876279982
7,2.18.2021,15:51,5,4853951608778530
15,5.27.2021,9:33,1,4386481497946680
3,10.20.2021,17:29,1,4334563499843866
3,11.12.2021,12:16,2,4447281131993534
7,10.14.2021,4:13,2,4054447222981925
7,3.8.2021,0:17,3,4161503151118018
7,7.24.2021,6:10,3,4643169098914850
4,8.14.2021,13:8,3,4289530830937177
1,8.9.2021,23:10,4,4407058751655873
15,9.20.2021,10:2,5,4079119068118830
11,8.17.2021,3:18,2,4342282381777906
6,12.27.2021,18:10,4,4192697176728591
1,12.24.2021,2:24,1,4064476003229411
12,1.14.2021,21:32,3,4133347253174223
5,3.27.2021,20:45,2,4752132186614399
11,2.1.2021,10:13,2,4865248584036212
15,7.16.2021,20:5,4,4863571213655269
1,11.3.2021,8:7,5,4261254302725569
8,4.19.2021,13:21,1,4829705205444887
15,12.22.2021,2:24,1,4384463691981513
14,6.26.2021,8:15,4,4406819222617149
9,11.24.2021,20:34,1,4789183604239570
12,10.1.2021,15:23,5,4791977100449004
10,7.17.2021,17:10,3,4790787864849465
8,6.13.2021,11:23,5,4548591713154429
11,3.20.2021,6:58,4,4976304292705543
8,4.14.2021,17:50,3,4468543227551012
1,12.5.2021,5:56,3,4581803785633645
7,6.23.2021,22:37,2,4389408751531603
13,2.12.2021,9:28,1,4860890305391637
12,9.2.2021,15:18,4,4681332608143200
1,1.18.2021,20:8,3,4138311087413805
8,3.26.2021,7:21,2,4724641611519242
5,9.9.2021,5:45,2,4712598866122002
14,11.16.2021,9:18,4,4134031205532633
10,10.14.2021,14:43,3,4816064837763473
3,3.25.2021,23:7,5,4690892561954933
1,12.10.2021,16:45,4,4290074743835422
10,5.27.2021,9:54,1,4492486071847324
1,1.6.2021,16:5,5,4638322897541350
10,1.10.2021,16:54,4,4169595275361521
4,8.10.2021,12:54,2,4558650569295852
15,6.15.2021,6:49,5,4085144916653078
3,9.12.2021,20:52,3,4536459253419887
10,1.6.2021,23:11,5,4241458093600956
13,5.8.2021,16:25,3,4323773481460024
3,2.10.2021,3:47,1,4192825646339962
15,8.13.2021,6:0,3,4799785141021286
8,11.5.2021,2:43,5,4586512243036661
1,2.1.2021,23:40,1,4346172013129051
6,7.12.2021,7:52,2,4841346212653657
10,2.12.2021,2:43,5,4483115324105876
2,3.16.2021,12:17,4,4763910594048342
14,12.3.2021,7:4,1,4203950381078070
10,10.12.2021,14:48,1,4977376054748525
10,10.1.2021,6:10,4,4282327488627622
6,5.19.2021,2:28,3,4518775369306478
3,5.10.2021,5:5,1,4182306155329376
2,6.15.2021,4:36,3,4950652960862954
3,3.22.2021,21:37,3,4434695314800236
10,2.2.2021,4:1,3,4668465176150600
13,3.18.2021,14:17,3,4945830528401714
13,2.3.2021,0:42,3,4659167301343495
9,2.12.2021,19:51,5,4461013164066965
14,7.27.2021,1:51,2,4821506511309707
2,6.17.2021,11:3,5,4670980009728286
8,11.15.2021,8:47,1,4106009464541158
1,8.2.2021,9:41,2,4394115395230628
12,9.26.2021,16:1,2,4726022259705690
8,5.2.2021,4:14,3,4999616275062251
2,2.2.2021,10:3,5,4905477571870578
11,4.14.2021,17:35,5,4748462605477516
6,6.25.2021,16:49,3,4514294980351532
11,7.27.2021,4:53,4,4547732709604273
8,6.9.2021,21:4,3,4817936475857966
1,4.27.2021,3:27,5,4401669482910422
9,6.10.2021,6:5,4,4542209618534737
7,7.4.2021,22:18,3,4030677430358840
12,4.13.2021,11:57,4,4794220087497048
6,9.28.2021,16:35,4,4644831168066326
11,12.3.2021,0:32,3,4397435537841967
1,7.20.2021,5:6,2,4872670886484326
5,12.16.2021,20:15,4,4663660586461461
8,11.13.2021,16:36,5,4768392233675446
6,5.23.2021,7:40,5,4422358535214049
8,3.6.2021,11:44,4,4411795897185567
15,5.24.2021,15:33,3,4282979363522296
7,5.15.2021,9:6,3,4769850503365793
2,2.20.2021,5:33,1,4661248783673731
10,1.1.2021,7:9,5,4396825818035429
10,12.23.2021,3:42,3,4124962576684833
5,7.9.2021,21:42,5,4783196144197966
13,5.18.2021,23:36,5,4125216527142185
5,12.10.2021,3:57,4,4518621051249427
4,2.19.2021,4:28,4,4470107475806588
7,7.21.2021,14:2,4,4198532170824507
5,9.26.2021,9:25,4,4399512301993520
14,3.10.2021,3:34,3,4704331856583891
4,1.3.2021,22:7,1,4445424431303727
12,4.18.2021,18:59,2,4450038990542929
10,9.16.2021,14:57,4,4751987435130022
12,1.24.2021,9:9,5,4605228034415885
11,6.1.2021,2:48,4,4551873327309644
13,9.22.2021,12:14,1,4228873458471559
11,10.6.2021,12:28,5,4107061484425358
11,1.12.2021,9:4,1,4619503380035217
9,2.12.2021,8:29,4,4732856466616250
6,11.23.2021,14:2,4,4954348317972989
5,8.12.2021,20:26,3,4684330392349930
2,4.15.2021,12:5,4,4265663904595276
5,4.3.2021,19:24,1,4891065965402051
14,9.14.2021,21:57,3,4413023753551424
10,4.7.2021,20:37,4,4047877481405963
5,11.21.2021,20:11,3,4597258895570533
1,12.1.2021,12:10,2,4741211651235414
13,10.18.2021,5:54,5,4607271625633493
12,3.28.2021,11:35,4,4068726884798165
15,10.5.2021,17:36,5,4686028857305942
11,5.9.2021,4:46,4,4588484325704773
15,2.9.2021,22:18,4,4785746555524892
1,4.26.2021,12:10,3,4293396402764522
6,8.5.2021,18:53,1,4180842922361871
6,4.4.2021,14:21,2,4311551368253125
7,12.16.2021,6:16,3,4986222105664204
15,10.2.2021,6:43,1,4362415867417275
14,7.4.2021,8:45,3,4398313544489907
13,4.11.2021,14:13,5,4628230713595126
13,10.6.2021,5:38,4,4181649176852143
1,10.3.2021,2:53,2,4107208896766093
11,11.26.2021,6:3,5,4226926742273287
11,5.6.2021,13:48,3,4244129758928605
8,8.25.2021,21:11,5,4857683602995646
14,1.4.2021,20:34,2,4952154978281938
8,6.17.2021,12:39,5,4629186278622836
3,1.12.2021,0:14,5,4931694202891669
15,5.9.2021,4:48,1,4195505990173557
14,9.22.2021,13:38,1,4824771085392706
6,4.11.2021,22:47,3,4440832067881029
3,6.12.2021,12:57,2,4984674673615404
5,12.16.2021,4:1,1,4344940743943012
11,1.13.2021,16:20,3,4610300468889937
8,6.23.2021,1:59,5,4921355046600365
11,6.9.2021,5:12,2,4643071694491408
9,3.21.2021,17:13,4,4683875560993947
5,3.14.2021,20:5,1,4777081153512051
7,9.6.2021,13:12,2,4760265393303627
3,12.16.2021,6:3,4,4160160416286388
2,8.14.2021,20:31,4,4476454890750769
2,2.26.2021,3:13,5,4440656447104790
3,6.27.2021,18:20,5,4047868964522577
5,4.9.2021,0:0,2,4211694793907368
7,5.11.2021,16:21,1,4610243667919997
12,12.8.2021,2:52,1,4098790509100065
14,5.5.2021,18:58,3,4551838889448795
1,2.17.2021,9:8,3,4157703559531654
3,2.10.2021,12:54,3,4034325381361975
7,11.13.2021,12:59,5,4929868030109698
14,8.2.2021,2:57,1,4317942497659504
11,10.25.2021,3:1,3,4607198009302847
4,8.15.2021,18:15,5,4863287881978690
6,11.22.2021,16:6,5,4486671545611766
2,1.14.2021,16:30,5,4878293363605479
15,11.11.2021,18:6,5,4244754668884285
2,7.28.2021,21:43,3,4679462842059191
15,5.1.2021,9:33,1,4155880125941420
2,5.1.2021,15:51,4,4827275838639666
13,2.1.2021,21:11,4,4363437927315950
11,1.21.2021,8:17,2,4146917938231189
3,1.12.2021,21:8,5,4584142496298068
5,4.16.2021,7:44,2,4333091404550510
5,6.14.2021,6:46,5,4270496730474249
7,8.8.2021,23:34,4,4306550540424876
7,1.20.2021,16:38,3,4839718606097113
6,2.25.2021,2:16,5,4984950386479435
5,7.6.2021,18:27,2,4688248894752542
9,10.7.2021,22:26,3,4383933745791880
10,8.28.2021,16:26,4,4694073662036716
15,11.3.2021,21:15,2,4936365069262034
4,1.13.2021,6:20,4,4287364310504078
6,3.15.2021,15:2,1,4022454215661611
12,3.20.2021,20:31,2,4930126970616256
15,10.15.2021,0:52,4,4400594238806569
11,8.16.2021,22:35,5,4295576349322592
10,12.15.2021,22:57,1,4507434842587840
15,7.13.2021,10:34,3,4003307738975085
11,5.28.2021,10:43,4,4592092740167518
13,11.9.2021,16:40,5,4107553916157708
5,10.21.2021,12:5,3,4713555168375950
14,10.18.2021,20:38,1,4965396503437286
11,8.27.2021,12:22,5,4169354499501637
15,3.11.2021,2:27,2,4328020514904934
13,8.26.2021,0:48,4,4213563866380206
1,3.15.2021,15:44,5,4568198129576830
9,1.17.2021,14:45,2,4418132443442888
3,5.8.2021,1:58,4,4373849319055196
3,12.23.2021,4:6,4,4624146035129178
11,7.3.2021,14:47,5,4648602599687584
2,1.10.2021,19:19,4,4873246495427979
2,7.24.2021,15:53,1,4916243966847789
6,1.23.2021,21:1,2,4019278763491786
11,11.10.2021,20:8,2,4992829166313583
8,9.14.2021,20:30,5,4479254218150545
7,6.28.2021,7:33,3,4331040332036772
15,10.4.2021,17:15,1,4915324536388417
3,3.17.2021,5:25,4,4188909215641470
12,3.2.2021,11:48,5,4207901016773705
3,1.11.2021,23:30,1,4073766469836118
7,4.1.2021,13:50,1,4233245601950894
15,10.18.2021,13:4,4,4217951288743433
5,10.3.2021,20:29,1,4426806616486186
1,11.24.2021,19:59,2,4982909842390924
11,2.16.2021,18:15,2,4290361623637098
3,8.23.2021,17:49,2,4217839441384745
15,9.12.2021,2:55,2,4765981143914701
14,11.21.2021,23:45,3,4322919969549711
3,11.13.2021,9:16,2,4723326347113413
7,10.23.2021,3:34,4,4208467067150376
9,3.20.2021,19:7,4,4195568022326959
9,5.26.2021,18:0,2,4409502780786100
12,3.14.2021,0:43,5,4074727132010384
13,7.22.2021,18:33,3,4050835239136615
5,2.5.2021,11:47,5,4174595888182003
1,1.22.2021,10:2,3,4721911322587654
3,12.28.2021,8:21,3,4096162080623307
11,12.15.2021,10:40,4,4988339572207655
11,11.21.2021,19:29,3,4715259707336081
5,11.4.2021,2:15,2,4878524716455634
8,2.23.2021,14:49,3,4835101892819899
8,5.26.2021,6:10,2,4897393677056008
2,3.23.2021,2:37,3,4660792786955083
15,6.4.2021,15:50,4,4435184899471703
10,5.19.2021,2:46,2,4647391476256014
13,8.13.2021,4:33,3,4718161102059239
10,6.13.2021,23:39,4,4966029021954253
4,8.27.2021,22:54,1,4920343518178701
6,1.17.2021,22:44,4,4137179074653921
14,7.9.2021,17:37,1,4494122151734351
12,2.24.2021,22:8,4,4916014581769494
10,10.18.2021,21:46,5,4632384830861157
14,7.15.2021,3:34,4,4846783067563828
9,10.11.2021,6:53,4,4115197197965663
5,8.14.2021,10:41,4,4448592170090536
13,1.7.2021,14:45,4,4411377576217582
13,6.14.2021,19:36,1,4884916103422851
1,11.1.2021,14:8,2,4674277341964077
13,1.21.2021,5:59,5,4358316559953279
11,5.26.2021,16:38,5,4856427609845839
5,11.19.2021,7:25,3,4313472564829445
4,7.19.2021,3:31,3,4638173333470921
6,2.5.2021,10:35,4,4272500488447156
12,4.5.2021,15:31,5,4226860007297858
6,5.6.2021,17:4,1,4053595987849830
5,7.27.2021,0:51,5,4294630334844880
9,11.21.2021,15:6,2,4149005609158316
8,12.7.2021,16:40,5,4748593080061286
13,8.3.2021,9:18,2,4760151686297924
2,6.11.2021,1:54,4,4426190682749409
7,6.10.2021,17:17,4,4495355389469207
4,11.28.2021,4:24,4,4048785301708047
9,1.13.2021,19:25,1,4775954526636928
5,4.23.2021,3:10,2,4790500359970821
13,5.11.2021,5:18,3,4042203331002887
14,6.13.2021,15:12,3,4067110403648850
15,1.28.2021,8:45,2,4851690685599983
1,1.15.2021,7:25,1,4844337339451301
4,1.26.2021,2:43,4,4215222854213974
10,4.16.2021,18:20,1,4961485311171320
3,10.14.2021,15:6,4,4888538965403759
13,3.13.2021,1:24,3,4120923102089369
1,6.23.2021,17:25,5,4426158846851249
9,4.26.2021,10:19,5,4899929868685783
13,1.21.2021,1:36,2,4026427054192646
4,11.3.2021,19:2,1,4755306935164601
1,2.18.2021,23:47,5,4833679759048804
14,9.8.2021,1:40,1,4666828580771107
12,4.1.2021,1:6,4,4210072480008717
3,9.2.2021,18:24,5,4128100930539103
15,11.26.2021,3:0,1,4967386925172207
14,2.17.2021,4:31,4,4892160761155990
9,2.16.2021,8:9,1,4553047168383967
11,4.2.2021,2:41,2,4011514991398464
11,7.11.2021,21:14,5,4947529051151294
